Command line: spell_chain.py
Total duration: 187.91s
File: G:\Autres\DofusDamageCalculator\stats.py
File duration: 56.683s (30.16%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   958|         0|            0|            0|  0.00%|                    extra_flags = 0
   959|         0|            0|            0|  0.00%|                else:
   960|         0|            0|            0|  0.00%|                    extra_flags ^= flag_value
   961|         0|            0|            0|  0.00%|            for value in reversed(need_to_create):
   962|         0|            0|            0|  0.00%|                # construct singleton pseudo-members
   963|         0|            0|            0|  0.00%|                pseudo_member = int.__new__(cls, value)
   964|         0|            0|            0|  0.00%|                pseudo_member._name_ = None
   965|         0|            0|            0|  0.00%|                pseudo_member._value_ = value
   966|         0|            0|            0|  0.00%|                # use setdefault in case another thread already created a composite
   967|         0|            0|            0|  0.00%|                # with this value
   968|         0|            0|            0|  0.00%|                pseudo_member = cls._value2member_map_.setdefault(value, pseudo_member)
   969|         0|            0|            0|  0.00%|        return pseudo_member
   970|         0|            0|            0|  0.00%|
   971|         0|            0|            0|  0.00%|    def __or__(self, other):
   972|         0|            0|            0|  0.00%|        if not isinstance(other, (self.__class__, int)):
   973|         0|            0|            0|  0.00%|            return NotImplemented
   974|         0|            0|            0|  0.00%|        result = self.__class__(self._value_ | self.__class__(other)._value_)
   975|         0|            0|            0|  0.00%|        return result
   976|         0|            0|            0|  0.00%|
   977|         4|            0|            0|  0.00%|    def __and__(self, other):
   978|         4|            0|            0|  0.00%|        if not isinstance(other, (self.__class__, int)):
   979|         0|            0|            0|  0.00%|            return NotImplemented
   980|         4|            0|            0|  0.00%|        return self.__class__(self._value_ & self.__class__(other)._value_)
(call)|         8|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\enum.py:358 __call__
   981|         0|            0|            0|  0.00%|
   982|         0|            0|            0|  0.00%|    def __xor__(self, other):
   983|         0|            0|            0|  0.00%|        if not isinstance(other, (self.__class__, int)):
   984|         0|            0|            0|  0.00%|            return NotImplemented
   985|         0|            0|            0|  0.00%|        return self.__class__(self._value_ ^ self.__class__(other)._value_)
   986|         0|            0|            0|  0.00%|
   987|         0|            0|            0|  0.00%|    __ror__ = __or__
   988|         0|            0|            0|  0.00%|    __rand__ = __and__
   989|         0|            0|            0|  0.00%|    __rxor__ = __xor__
   990|         0|            0|            0|  0.00%|
   991|         0|            0|            0|  0.00%|    def __invert__(self):
   992|         0|            0|            0|  0.00%|        result = self.__class__(~self._value_)
   993|         0|            0|            0|  0.00%|        return result
   994|         0|            0|            0|  0.00%|
   995|         0|            0|            0|  0.00%|
   996|         0|            0|            0|  0.00%|def _high_bit(value):
   997|         0|            0|            0|  0.00%|    """
   998|         0|            0|            0|  0.00%|    returns index of highest bit, or -1 if value is zero or negative
   999|         0|            0|            0|  0.00%|    """
  1000|         0|            0|            0|  0.00%|    return value.bit_length() - 1
  1001|         0|            0|            0|  0.00%|
  1002|         0|            0|            0|  0.00%|def unique(enumeration):
  1003|         0|            0|            0|  0.00%|    """
  1004|         0|            0|            0|  0.00%|    Class decorator for enumerations ensuring unique member values.
  1005|         0|            0|            0|  0.00%|    """
  1006|         0|            0|            0|  0.00%|    duplicates = []
  1007|         0|            0|            0|  0.00%|    for name, member in enumeration.__members__.items():
  1008|         0|            0|            0|  0.00%|        if name != member.name:
  1009|         0|            0|            0|  0.00%|            duplicates.append((name, member.name))
  1010|         0|            0|            0|  0.00%|    if duplicates:
  1011|         0|            0|            0|  0.00%|        alias_details = ', '.join(
  1012|         0|            0|            0|  0.00%|                ["%s -> %s" % (alias, name) for (alias, name) in duplicates])
  1013|         0|            0|            0|  0.00%|        raise ValueError('duplicate values found in %r: %s' %
  1014|         0|            0|            0|  0.00%|                (enumeration, alias_details))
  1015|         0|            0|            0|  0.00%|    return enumeration
  1016|         0|            0|            0|  0.00%|
  1017|         0|            0|            0|  0.00%|def _decompose(flag, value):
  1018|         0|            0|            0|  0.00%|    """
  1019|         0|            0|            0|  0.00%|    Extract all members from the value.
  1020|         0|            0|            0|  0.00%|    """
  1021|         0|            0|            0|  0.00%|    # _decompose is only called if the value is not named
  1022|         0|            0|            0|  0.00%|    not_covered = value
  1023|         0|            0|            0|  0.00%|    negative = value < 0
  1024|         0|            0|            0|  0.00%|    members = []
  1025|         0|            0|            0|  0.00%|    for member in flag:
  1026|         0|            0|            0|  0.00%|        member_value = member.value
  1027|         0|            0|            0|  0.00%|        if member_value and member_value & value == member_value:
  1028|         0|            0|            0|  0.00%|            members.append(member)
  1029|         0|            0|            0|  0.00%|            not_covered &= ~member_value
  1030|         0|            0|            0|  0.00%|    if not negative:
  1031|         0|            0|            0|  0.00%|        tmp = not_covered
  1032|         0|            0|            0|  0.00%|        while tmp:
  1033|         0|            0|            0|  0.00%|            flag_value = 2 ** _high_bit(tmp)
  1034|         0|            0|            0|  0.00%|            if flag_value in flag._value2member_map_:
  1035|         0|            0|            0|  0.00%|                members.append(flag._value2member_map_[flag_value])
  1036|         0|            0|            0|  0.00%|                not_covered &= ~flag_value
  1037|         0|            0|            0|  0.00%|            tmp &= ~flag_value
  1038|         0|            0|            0|  0.00%|    if not members and value in flag._value2member_map_:
  1039|         0|            0|            0|  0.00%|        members.append(flag._value2member_map_[value])
  1040|         0|            0|            0|  0.00%|    members.sort(key=lambda m: m._value_, reverse=True)
  1041|         0|            0|            0|  0.00%|    if len(members) > 1 and members[0].value == value:
  1042|         0|            0|            0|  0.00%|        # we have the breakdown, don't need the value member itself
  1043|         0|            0|            0|  0.00%|        members.pop(0)
  1044|         0|            0|            0|  0.00%|    return members, not_covered
File: G:\Autres\DofusDamageCalculator\damage_parameters.py
File duration: 26.4882s (14.10%)
Line #|      Hits|         Time| Time per hit|      %|Source code
------+----------+-------------+-------------+-------+-----------
     1|        11|            0|            0|  0.00%|from dataclasses import dataclass, field
     2|    172093|     0.419581|  2.43811e-06|  0.22%|import re
     3|    172090|     0.511358|  2.97146e-06|  0.27%|from typing import Dict, List, Literal, Set, Union
     4|    172090|      1.16678|  6.78007e-06|  0.62%|
(call)|    172089|     0.648829|  3.77031e-06|  0.35%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:11 <lambda>
     5|    172090|      0.48472|  2.81666e-06|  0.26%|from stats import Stats, Characteristics
(call)|         1|    0.0209446|    0.0209446|  0.01%|# <frozen importlib._bootstrap>:1002 _find_and_load
     6|    172090|       1.1947|  6.94231e-06|  0.64%|
(call)|    172089|     0.603458|  3.50666e-06|  0.32%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:13 <lambda>
     7|    172089|     0.446632|  2.59535e-06|  0.24%|
     8|    172092|      1.18711|  6.89809e-06|  0.63%|@dataclass
(call)|    172089|     0.679406|  3.94799e-06|  0.36%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:15 <lambda>
     9|    172090|     0.451432|  2.62323e-06|  0.24%|class DamageParameters:
(call)|         1|   0.00399041|   0.00399041|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:8 DamageParameters
(call)|         5|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:281 __set_name__
(call)|         1|   0.00897503|   0.00897503|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:998 dataclass
    10|    172090|     0.458371|  2.66355e-06|  0.24%|    full_name: str = ''
    11|    516268|      1.80182|  3.49008e-06|  0.96%|    stats: List[str] = field(default_factory=lambda: [])
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:322 field
(call)|         1|  0.000997305|  0.000997305|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
(call)|    172089|     0.653497|  3.79744e-06|  0.35%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:18 <lambda>
    12|    172090|      1.12168|  6.51798e-06|  0.60%|    pa: int = 1
(call)|    172089|     0.696074|  4.04485e-06|  0.37%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:19 <lambda>
    13|    344180|     0.603458|  1.75332e-06|  0.32%|    po: List[int] = field(default_factory=lambda: [0, 2048])
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:322 field
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    14|         1|            0|            0|  0.00%|    type: Literal['mono', 'multi', 'versa'] = 'mono'
(call)|         1|  0.000997543|  0.000997543|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:358 __getitem__
    15|    344179|     0.679406|  1.97399e-06|  0.36%|    resistances: List[int] = field(default_factory=lambda: [0, 0, 0, 0, 0])
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:322 field
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    16|         1|            0|            0|  0.00%|    distance: Literal['melee', 'range'] = 'range'
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:358 __getitem__
    17|         1|            0|            0|  0.00%|    vulnerability: int = 0
    18|    344179|     0.653497|  1.89871e-06|  0.35%|    base_damages: List[int] = field(default_factory=lambda: [0, 0, 0, 0, 0])
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:322 field
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    19|    344179|     0.696074|  2.02242e-06|  0.37%|    starting_states: Set[str] = field(default_factory=lambda: set())
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\dataclasses.py:322 field
(call)|         1|  0.000997066|  0.000997066|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    20|         0|            0|            0|  0.00%|
    21|         0|            0|            0|  0.00%|
    22|        10|            0|            0|  0.00%|    def get_min_po(self):
    23|         9|            0|            0|  0.00%|        return self.po[0]
    24|         0|            0|            0|  0.00%|
    25|         9|            0|            0|  0.00%|    def get_max_po(self):
    26|         8|            0|            0|  0.00%|        return self.po[1]
    27|         0|            0|            0|  0.00%|
    28|     76481|     0.167447|  2.18939e-06|  0.09%|    def get_resistances_dict(self):
    29|         0|            0|            0|  0.00%|        # Reorder from STRENGTH/INTELLIGENCE/LUCK/AGILITY/NEUTRAL to NEUTRAL/STRENGTH/INTELLIGENCE/LUCK/AGILITY
    30|    611840|      3.86666|  6.31972e-06|  2.06%|        return {Characteristics(str(k - 1) if k > 0 else '4'): self.resistances[k] for k in range(5)}
(call)|    382400|      8.20414|  2.14543e-05|  4.37%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\enum.py:358 __call__
(call)|     76480|      11.4575|   0.00014981|  6.10%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:30 <dictcomp>
    31|         0|            0|            0|  0.00%|
    32|         1|            0|            0|  0.00%|    def get_base_damages_dict(self):
    33|         0|            0|            0|  0.00%|        # Reorder from STRENGTH/INTELLIGENCE/LUCK/AGILITY/NEUTRAL to NEUTRAL/STRENGTH/INTELLIGENCE/LUCK/AGILITY
    34|         0|            0|            0|  0.00%|        return {Characteristics(str(k - 1) if k > 0 else '4'): self.base_damages[k] for k in range(5)}
    35|         0|            0|            0|  0.00%|
    36|    382401|     0.593531|  1.55212e-06|  0.32%|    def get_base_damage(self, characteristic: Characteristics):
    37|    382400|      3.93818|  1.02986e-05|  2.10%|        return self.base_damages[int(characteristic.value) if characteristic.value != '4' else 0]
(call)|    688320|      11.0816|  1.60995e-05|  5.90%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\types.py:171 __get__
    38|         0|            0|            0|  0.00%|
    39|         1|            0|            0|  0.00%|    def get_total_stats(self, stats: Dict[str, Stats]) -> Stats:
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    40|         0|            0|            0|  0.00%|        for stats_short_name in self.stats:
    41|         0|            0|            0|  0.00%|            if not stats_short_name in stats:
    42|         0|            0|            0|  0.00%|                raise KeyError(f"Stats page '{stats_short_name}' does not exist.")
    43|         0|            0|            0|  0.00%|
    44|         0|            0|            0|  0.00%|        if len(self.stats) == 0:
    45|         0|            0|            0|  0.00%|            return Stats()
    46|         0|            0|            0|  0.00%|
    47|         0|            0|            0|  0.00%|        return sum(stats[stats_short_name] for stats_short_name in self.stats)
    48|         0|            0|            0|  0.00%|
    49|         1|            0|            0|  0.00%|    def add_base_damages(self, base_damages: Dict[Characteristics, int]):
(call)|         1|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    50|         0|            0|            0|  0.00%|        for k, characteristic in enumerate(Characteristics):
    51|         0|            0|            0|  0.00%|            self.base_damages[k + 1 if k < 4 else 0] += base_damages[characteristic]
    52|         0|            0|            0|  0.00%|
    53|         0|            0|            0|  0.00%|
    54|     57361|     0.140304|  2.44599e-06|  0.07%|    def __add__(self, other: Union['DamageParameters', int]):
(call)|         1|  0.000998497|  0.000998497|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    55|         0|            0|            0|  0.00%|        """Perform an addition of the 'addable' type : vulnerability and base damages."""
    56|         0|            0|            0|  0.00%|
    57|     57360|      0.17132|  2.98675e-06|  0.09%|        if isinstance(other, int):  # Useful when doing stats + sum([]) - No matter the integer, return the stats
    58|         0|            0|            0|  0.00%|            return DamageParameters.from_existing(self)
    59|     57360|     0.139093|  2.42491e-06|  0.07%|        elif not isinstance(other, DamageParameters):
    60|         0|            0|            0|  0.00%|            raise TypeError(f"unsupported operand type(s) for +: 'DamageParameters' and '{type(other)}'.")
    61|         0|            0|            0|  0.00%|
    62|     57360|     0.423381|  7.38112e-06|  0.23%|        result = DamageParameters.from_existing(self)
(call)|     57360|      5.79596|  0.000101045|  3.08%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:190 from_existing
    63|         0|            0|            0|  0.00%|
    64|     57360|     0.153898|  2.68302e-06|  0.08%|        result.vulnerability += other.vulnerability
    65|    344160|     0.814757|  2.36738e-06|  0.43%|        for k in range(5):
    66|    286800|     0.687652|  2.39767e-06|  0.37%|            result.base_damages[k] += other.base_damages[k]
    67|    286800|     0.714528|  2.49138e-06|  0.38%|            result.resistances[k] += other.resistances[k]
    68|         0|            0|            0|  0.00%|
    69|     57360|     0.129908|  2.26479e-06|  0.07%|        return result
    70|         0|            0|            0|  0.00%|
    71|         0|            0|            0|  0.00%|
    72|         1|            0|            0|  0.00%|    def to_string(self):
    73|         0|            0|            0|  0.00%|        return f'-s {" ".join(self.stats)} -pa {self.pa} -pomin {self.get_min_po()} -pomax {self.get_max_po()} -t {self.type} -r {" ".join(map(str, self.resistances))} -d {self.distance} -v {self.vulnerability} -name {self.full_name} -bdmg {" ".join(map(str, self.base_damages))}'
    74|         0|            0|            0|  0.00%|
    75|         1|            0|            0|  0.00%|    def to_compact_string(self):
    76|         0|            0|            0|  0.00%|        return f'-r {" ".join(map(str, self.resistances))} -v {self.vulnerability} -bdmg {" ".join(map(str, self.base_damages))}'
    77|         0|            0|            0|  0.00%|
    78|         0|            0|            0|  0.00%|
    79|         2|            0|            0|  0.00%|    def _assert_correct_parameters(self):
    80|         1|            0|            0|  0.00%|        if self.pa < 1:
    81|         0|            0|            0|  0.00%|            raise ValueError(f"PA should be a positive integer ({self.pa} given instead).")
    82|         1|            0|            0|  0.00%|        if self.get_min_po() < 0:
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:22 get_min_po
    83|         0|            0|            0|  0.00%|            raise ValueError(f"Minimum PO should be non negative ({self.get_min_po()} given instead).")
    84|         1|            0|            0|  0.00%|        if self.get_min_po() > self.get_max_po():
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:22 get_min_po
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:25 get_max_po
    85|         0|            0|            0|  0.00%|            raise ValueError(f"Minimum PO should be less than or equal to maximum PO ({self.get_min_po()} and {self.get_max_po()} given instead).")
    86|         0|            0|            0|  0.00%|
    87|         0|            0|            0|  0.00%|
    88|         2|            0|            0|  0.00%|    def copy(self):
    89|         1|            0|            0|  0.00%|        return DamageParameters.from_existing(self)
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:190 from_existing
    90|         0|            0|            0|  0.00%|
    91|         0|            0|            0|  0.00%|
    92|         2|            0|            0|  0.00%|    @classmethod
    93|         1|            0|            0|  0.00%|    def _check_parameter(cls, parameter: List[str], count: int = -1, argument_type=None, literals: List[str]=None):
(call)|         2|            0|            0|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\typing.py:271 inner
    94|         1|            0|            0|  0.00%|        if count > 0: # If count if < 0, it means no constraints
    95|         1|            0|            0|  0.00%|            if len(parameter) - 1 < count:
    96|         0|            0|            0|  0.00%|                raise ValueError(f"Too few arguments provided to command '{parameter[0]}' ({len(parameter) - 1} given, {count} expected).")
    97|         1|            0|            0|  0.00%|            elif len(parameter) - 1 > count:
    98|         0|            0|            0|  0.00%|                raise ValueError(f"Too many arguments provided to command '{parameter[0]}' ({len(parameter) - 1} given, {count} expected).")
    99|         0|            0|            0|  0.00%|
   100|         1|            0|            0|  0.00%|        if argument_type is None and literals is None: # No constraints on what the arguments can be
   101|         0|            0|            0|  0.00%|            return
   102|         0|            0|            0|  0.00%|
   103|         2|            0|            0|  0.00%|        for k, argument in enumerate(parameter[1:]):
   104|         1|            0|            0|  0.00%|            if argument_type == int:
   105|         1|            0|            0|  0.00%|                if re.match("^[+-]?\d+$", argument) is None: # Check argument is an integer, maybe preceded by - or +
(call)|         1|   0.00299215|   0.00299215|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\re.py:188 match
   106|         0|            0|            0|  0.00%|                    raise ValueError(f"Argument {k + 1} to command '{parameter[0]}' should be an integer ('{argument}' given instead).")
   107|         0|            0|            0|  0.00%|            elif argument_type is None:
   108|         0|            0|            0|  0.00%|                if not argument in literals:
   109|         0|            0|            0|  0.00%|                    raise ValueError(f"Argument {k + 1} to command '{parameter[0]}' should be one of {literals} ('{argument}' given instead).")
   110|         0|            0|            0|  0.00%|
   111|         2|            0|            0|  0.00%|    @classmethod
   112|         1|            0|            0|  0.00%|    def from_string(cls, string: str, default_parameters: 'DamageParameters' = None):
   113|         1|            0|            0|  0.00%|        if default_parameters is None:
   114|         1|            0|            0|  0.00%|            default_parameters = DamageParameters()
(call)|         1|   0.00099659|   0.00099659|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:2 __init__
   115|         0|            0|            0|  0.00%|
   116|         1|            0|            0|  0.00%|        string = string.strip()
   117|         1|            0|            0|  0.00%|        string = re.sub(r'-+', '-', string) # Replace repeating substring of - into only one
(call)|         1|   0.00099802|   0.00099802|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\re.py:203 sub
   118|         0|            0|            0|  0.00%|
   119|         1|            0|            0|  0.00%|        if string == '':
   120|         0|            0|            0|  0.00%|            # No command, so just return the default parameters
   121|         0|            0|            0|  0.00%|            return default_parameters.copy()
   122|         0|            0|            0|  0.00%|
   123|         1|            0|            0|  0.00%|        if not string.startswith('-'):
   124|         0|            0|            0|  0.00%|            raise ValueError(f"Incorrect string to be parsed as parameters : does not start with a command ('{string}').")
   125|         0|            0|            0|  0.00%|
   126|         1|            0|            0|  0.00%|        arguments = string.split(' ')
   127|         1|            0|            0|  0.00%|        parameters: List[List[str]] = list()
   128|         0|            0|            0|  0.00%|
   129|         3|            0|            0|  0.00%|        for argument in arguments:
   130|         2|            0|            0|  0.00%|            if re.match(r'^-[^\d]', argument.lower()) is not None: # Starts with a - but is not a negative number
(call)|         2|   0.00199389|  0.000996947|  0.00%|# C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.3312.0_x64__qbz5n2kfra8p0\lib\re.py:188 match
   131|         1|            0|            0|  0.00%|                parameters.append([argument.lower()])
   132|         0|            0|            0|  0.00%|            else:
   133|         1|            0|            0|  0.00%|                parameters[-1].append(argument)
   134|         0|            0|            0|  0.00%|
   135|         1|            0|            0|  0.00%|        damage_parameters = default_parameters.copy()
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:88 copy
   136|         0|            0|            0|  0.00%|
   137|         2|            0|            0|  0.00%|        for parameter in parameters:
   138|         1|            0|            0|  0.00%|            command = parameter[0]
   139|         1|            0|            0|  0.00%|            if command in ('-s', '-stats'):
   140|         0|            0|            0|  0.00%|                damage_parameters.stats = [argument for argument in parameter[1:] if argument != ''] # Copy the list to avoid reference issues
   141|         0|            0|            0|  0.00%|
   142|         1|            0|            0|  0.00%|            elif command == '-pa':
   143|         1|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, argument_type=int)
(call)|         1|   0.00299215|   0.00299215|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:92 _check_parameter
   144|         1|            0|            0|  0.00%|                damage_parameters.pa = int(parameter[1])
   145|         0|            0|            0|  0.00%|
   146|         0|            0|            0|  0.00%|            elif command == '-po':
   147|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, argument_type=int)
   148|         0|            0|            0|  0.00%|                po = int(parameter[1])
   149|         0|            0|            0|  0.00%|                damage_parameters.po = [po, po]
   150|         0|            0|            0|  0.00%|
   151|         0|            0|            0|  0.00%|            elif command in ('-pomin', '-minpo'):
   152|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, argument_type=int)
   153|         0|            0|            0|  0.00%|                damage_parameters.po = [int(parameter[1]), damage_parameters.get_max_po()]
   154|         0|            0|            0|  0.00%|
   155|         0|            0|            0|  0.00%|            elif command in ('-pomax', '-maxpo'):
   156|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, argument_type=int)
   157|         0|            0|            0|  0.00%|                damage_parameters.po = [damage_parameters.get_min_po(), int(parameter[1])]
   158|         0|            0|            0|  0.00%|
   159|         0|            0|            0|  0.00%|            elif command in ('-t', '-type'):
   160|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, literals=['mono', 'multi', 'versa'])
   161|         0|            0|            0|  0.00%|                damage_parameters.type = parameter[1]
   162|         0|            0|            0|  0.00%|
   163|         0|            0|            0|  0.00%|            elif command in ('-r', '-res', '-resistances'):
   164|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 5, argument_type=int)
   165|         0|            0|            0|  0.00%|                damage_parameters.resistances = [int(parameter[i]) for i in range(1, 5 + 1)]
   166|         0|            0|            0|  0.00%|                pass
   167|         0|            0|            0|  0.00%|
   168|         0|            0|            0|  0.00%|            elif command in ('-d', '-distance'):
   169|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, literals=['melee', 'range'])
   170|         0|            0|            0|  0.00%|                damage_parameters.distance = parameter[1]
   171|         0|            0|            0|  0.00%|
   172|         0|            0|            0|  0.00%|            elif command in ('-v', '-vulne', '-vulnerability'):
   173|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 1, argument_type=int)
   174|         0|            0|            0|  0.00%|                damage_parameters.vulnerability = int(parameter[1])
   175|         0|            0|            0|  0.00%|
   176|         0|            0|            0|  0.00%|            elif command in ('-bdmg', '-bdamages', '-base-damages'):
   177|         0|            0|            0|  0.00%|                cls._check_parameter(parameter, 5, argument_type=int)
   178|         0|            0|            0|  0.00%|                damage_parameters.base_damages = [int(parameter[i]) for i in range(1, 5 + 1)]
   179|         0|            0|            0|  0.00%|
   180|         0|            0|            0|  0.00%|            elif command in ('-state', '-states'):
   181|         0|            0|            0|  0.00%|                damage_parameters.starting_states = {argument for argument in parameter[1:] if argument != ''}
   182|         0|            0|            0|  0.00%|
   183|         0|            0|            0|  0.00%|            elif command in ('-name',):
   184|         0|            0|            0|  0.00%|                damage_parameters.full_name = ' '.join(parameter[1:])
   185|         0|            0|            0|  0.00%|
   186|         1|            0|            0|  0.00%|        damage_parameters._assert_correct_parameters()
(call)|         1|            0|            0|  0.00%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:79 _assert_correct_parameters
   187|         0|            0|            0|  0.00%|
   188|         1|            0|            0|  0.00%|        return damage_parameters
   189|         0|            0|            0|  0.00%|
   190|     76482|     0.137778|  1.80145e-06|  0.07%|    @classmethod
   191|         1|            0|            0|  0.00%|    def from_existing(cls, default_parameters: 'DamageParameters'):
   192|         0|            0|            0|  0.00%|        # Using [::] is faster than a list comprehension
   193|     76481|      0.67016|  8.76244e-06|  0.36%|        parameters = DamageParameters()
(call)|     76481|        5.097|   6.6644e-05|  2.71%|# G:\Autres\DofusDamageCalculator\damage_parameters.py:2 __init__
   194|         0|            0|            0|  0.00%|
   195|     76481|      0.17959|  2.34816e-06|  0.10%|        parameters.full_name = default_parameters.full_name
   196|     76481|     0.177602|  2.32218e-06|  0.09%|        parameters.stats = default_parameters.stats[::]
   197|     76481|     0.186503|  2.43855e-06|  0.10%|        parameters.pa = default_parameters.pa
   198|     76481|     0.176088|  2.30238e-06|  0.09%|        parameters.po = default_parameters.po[::]
   199|     76481|     0.179581|  2.34805e-06|  0.10%|        parameters.type = default_parameters.type
   200|     76481|     0.209705|  2.74192e-06|  0.11%|        parameters.resistances = default_parameters.resistances[::]
   201|     76481|     0.189577|  2.47874e-06|  0.10%|        parameters.distance = default_parameters.distance
   202|     76481|     0.188411|  2.46349e-06|  0.10%|        parameters.vulnerability = default_parameters.vulnerability
   203|     76481|     0.195201|  2.55229e-06|  0.10%|        parameters.base_damages = default_parameters.base_damages[::]
   204|         0|            0|            0|  0.00%|
   205|     76481|      0.18075|  2.36334e-06|  0.10%|        return parameters
File: G:\Autres\DofusDamageCalculator\spell.py
File duration: 21.5302s (11.46%)
Line #|      Hits|         Time| Time per hit|      %|Source code
------+----------+-------------+-------------+-------+-----------
